ClaimID,PolicyID,CoverageType,Peril,ClaimDate,ClaimAmount,ApprovedAmount,FraudScore,ClaimStatus,ForcedEntryFlag,ProofOfOwnershipFlag,CoverageType_Policy,DriverType,DriverAge,LicenseValid,UsageType,PremiumAmount,FraudRiskScore,IncidentDriverAge,IncidentDriverLicenseYears,IncidentDriverListedFlag,DriverEligibilityFlag,AdditionalExcessFlag,AdditionalExcessAmount,DriverEligibilityReason,PayoutRatio
520,725,Motor,Weather,7/4/2025,14586,9245,85,Repudiated,N,N,All Risk,,,,,1966.77,76,22,3,Y,Y,N,0,Driver meets policy requirements,0.6338
521,767,Building,Storm,1/4/2025,126037,20102,80,Repudiated,Y,Y,All Risk,,,,,857.5,81,,,,,,,,0.1595
522,811,All Risk,Accidental Loss,10/14/2025,91039,91039,26,Approved,Y,N,Building,,,,,2335.07,5,,,,,,,,1
523,1841,Building,Fire,12/7/2025,7837,5641,66,Pending,Y,Y,Contents,,,,,503.6,69,,,,,,,,0.7198
524,540,Building,Malicious Damage,6/30/2023,28477,28477,58,Approved,N,N,Building,,,,,2313.13,90,,,,,,,,1
525,245,Motor,Glass Damage,11/20/2023,124348,124348,30,Approved,Y,N,All Risk,,,,,1886.3,95,54,36,Y,Y,N,0,Driver meets policy requirements,1
526,710,Building,Flood,6/13/2024,104206,104206,43,Approved,N,N,Building,,,,,1207.77,59,,,,,,,,1
527,282,Motor,Accidental Damage,1/6/2024,48735,48735,35,Approved,N,N,All Risk,,,,,501.62,49,74,40,Y,Y,N,0,Driver meets policy requirements,1
528,727,Motor,Fire & Explosion,5/15/2023,102765,102765,51,Approved,N,N,All Risk,,,,,1365.34,7,49,3,Y,Y,N,0,Driver meets policy requirements,1
529,27,Motor,Theft & Hijacking,5/16/2024,66835,66835,34,Approved,N,Y,All Risk,,,,,1508.47,12,69,3,Y,Y,N,0,Driver meets policy requirements,1
530,1306,Motor,Theft & Hijacking,12/30/2024,132395,0,91,Repudiated,Y,N,Motor,Open Driver,48,N,Business,1963.02,76,46,16,Y,N,N,0,Invalid driver licence,0
531,1439,All Risk,Theft,11/21/2025,92674,63078,74,Repudiated,N,N,Contents,,,,,2345.64,29,,,,,,,,0.6806
532,1818,Building,Fire,9/29/2023,24806,21077,87,Repudiated,N,N,Motor,Open Driver,63,Y,Private,1647.72,45,,,,,,,,0.8497
533,1459,Motor,Glass Damage,2/19/2024,141904,141904,40,Approved,N,N,All Risk,,,,,2496.82,75,46,0,Y,Y,N,0,Driver meets policy requirements,1
534,1487,Motor,Glass Damage,5/14/2024,60754,28353,80,Pending,Y,N,Building,,,,,2167.95,45,65,1,Y,Y,N,0,Driver meets policy requirements,0.4667
535,1209,Contents,Burglary,4/25/2025,107297,15994,68,Pending,Y,N,Contents,,,,,912.04,38,,,,,,,,0.1491
536,789,All Risk,Fire,1/3/2023,125105,125105,25,Approved,N,Y,Building,,,,,1638.73,37,,,,,,,,1
537,1587,All Risk,Accidental Loss,6/16/2024,62462,62462,25,Approved,N,Y,Building,,,,,1364.56,82,,,,,,,,1
538,1718,Motor,Weather,9/29/2023,62765,0,48,Repudiated,Y,N,Motor,Open Driver,59,N,Business,346.98,51,58,34,Y,N,N,0,Invalid driver licence,0
539,1165,Motor,Glass Damage,8/25/2024,108596,72678,62,Pending,N,Y,Building,,,,,1456.56,38,64,1,Y,Y,N,0,Driver meets policy requirements,0.6693
540,1270,Contents,Malicious Damage,10/23/2023,93311,93311,56,Approved,N,N,Motor,Open Driver,75,Y,Business,588.11,39,,,,,,,,1
541,1007,Motor,Glass Damage,9/8/2023,110700,110700,53,Approved,N,Y,All Risk,,,,,2136.38,18,66,4,Y,Y,N,0,Driver meets policy requirements,1
542,1542,Building,Storm,5/15/2025,91956,91956,45,Approved,N,N,All Risk,,,,,607.98,8,,,,,,,,1
543,404,Building,Storm,1/27/2025,148166,93819,77,Repudiated,Y,Y,Contents,,,,,1998.42,92,,,,,,,,0.6332
544,221,Motor,Theft & Hijacking,9/21/2025,145127,145127,18,Approved,N,Y,All Risk,,,,,507.27,72,47,3,Y,Y,N,0,Driver meets policy requirements,1
545,884,Contents,Accidental Damage,6/26/2024,113138,49435,94,Repudiated,N,Y,Building,,,,,2020.07,79,,,,,,,,0.4369
546,582,Building,Water Damage,3/25/2023,43054,43054,23,Approved,N,N,Motor,Named Driver,47,Y,Business,732.6,21,,,,,,,,1
547,330,Building,Storm,11/11/2025,127915,118593,62,Repudiated,N,Y,Motor,Open Driver,51,Y,Business,391.61,92,,,,,,,,0.9271
548,84,Motor,Weather,3/9/2025,62095,62095,34,Approved,N,Y,Building,,,,,905.93,70,62,34,Y,Y,N,0,Driver meets policy requirements,1
549,244,Contents,Burglary,1/9/2024,23707,23707,34,Approved,Y,Y,Motor,Named Driver,65,Y,Private,2259.89,82,,,,,,,,1
550,436,Building,Malicious Damage,10/2/2025,88257,88257,39,Approved,Y,Y,Contents,,,,,1411.33,36,,,,,,,,1
551,1455,Motor,Theft & Hijacking,3/7/2023,48988,0,60,Repudiated,Y,N,Motor,Open Driver,54,N,Private,1430.78,17,51,6,Y,N,N,0,Invalid driver licence,0
552,654,All Risk,Accidental Loss,12/28/2025,27001,27001,15,Approved,N,Y,All Risk,,,,,1708.92,38,,,,,,,,1
553,449,Contents,Malicious Damage,1/11/2023,145508,128360,93,Repudiated,Y,Y,Motor,Open Driver,70,Y,Private,1724.37,78,,,,,,,,0.8822
554,1408,Contents,Malicious Damage,2/23/2025,74282,21026,78,Repudiated,Y,Y,Building,,,,,2157.36,27,,,,,,,,0.2831
555,1530,Building,Water Damage,5/24/2025,78538,78538,33,Approved,N,N,Building,,,,,813.26,59,,,,,,,,1
556,248,Building,Storm,8/7/2025,88095,66335,83,Repudiated,N,N,Motor,Open Driver,37,Y,Private,2305.58,60,,,,,,,,0.753
557,984,Motor,Glass Damage,4/28/2024,128859,128859,24,Approved,N,N,Contents,,,,,575.92,92,55,0,Y,Y,N,0,Driver meets policy requirements,1
558,1057,Contents,Burglary,11/27/2025,80430,80430,26,Approved,Y,N,All Risk,,,,,541.61,49,,,,,,,,1
559,1025,Motor,Glass Damage,2/2/2025,77196,47933,62,Pending,N,Y,All Risk,,,,,909.12,9,33,0,Y,Y,N,0,Driver meets policy requirements,0.6209
560,1368,Contents,Malicious Damage,1/3/2025,62117,62117,14,Approved,N,Y,Contents,,,,,888.66,86,,,,,,,,1
561,1149,Building,Flood,4/1/2025,132418,132418,15,Approved,N,Y,Contents,,,,,1959.64,69,,,,,,,,1
562,285,Building,Water Damage,9/27/2024,137190,137190,24,Approved,N,Y,Contents,,,,,2138.16,90,,,,,,,,1
563,1136,Contents,Accidental Damage,8/20/2025,20211,20211,20,Approved,N,N,Building,,,,,560.44,56,,,,,,,,1
564,1094,Contents,Burglary,10/21/2024,5698,5698,26,Approved,Y,N,Contents,,,,,2166.57,44,,,,,,,,1
565,1756,Building,Storm,10/18/2025,52717,52717,16,Approved,Y,N,Motor,Named Driver,41,Y,Business,1723.68,27,,,,,,,,1
566,1059,Building,Fire,4/24/2023,71353,71353,60,Approved,Y,Y,Contents,,,,,2178.13,60,,,,,,,,1
567,1444,Building,Flood,3/29/2023,64029,64029,30,Approved,Y,Y,Contents,,,,,638.68,80,,,,,,,,1
568,853,Building,Water Damage,11/25/2024,85235,85235,49,Approved,Y,Y,Motor,Open Driver,66,Y,Business,1773.99,19,,,,,,,,1
569,1780,All Risk,Travel Risk,7/19/2025,103387,93788,81,Repudiated,Y,N,Building,,,,,2471.95,31,,,,,,,,0.9072
570,348,Motor,Theft & Hijacking,2/17/2025,80172,80172,43,Approved,Y,Y,Building,,,,,1201.08,77,50,2,Y,Y,N,0,Driver meets policy requirements,1
571,1552,Motor,Accidental Damage,12/29/2024,96176,0,35,Repudiated,Y,N,Motor,Named Driver,19,N,Business,2190.8,80,23,0,Y,N,Y,2500,Invalid driver licence,0
572,248,Building,Fire,4/9/2023,138224,93058,64,Repudiated,Y,N,Motor,Open Driver,37,Y,Private,2305.58,60,,,,,,,,0.6732
573,668,Building,Flood,3/3/2023,40178,23321,88,Repudiated,Y,N,Building,,,,,1821.81,32,,,,,,,,0.5804
574,868,All Risk,Accidental Loss,11/13/2024,124984,124984,35,Approved,N,N,All Risk,,,,,306.6,61,,,,,,,,1
575,670,Motor,Fire & Explosion,1/6/2024,38614,38614,10,Approved,Y,N,Motor,Named Driver,32,Y,Private,2472.16,47,35,2,Y,Y,N,0,Driver meets policy requirements,1
576,977,Building,Storm,5/20/2024,12217,3473,76,Repudiated,Y,N,Contents,,,,,1574.28,69,,,,,,,,0.2843
577,1216,Building,Flood,2/7/2024,43453,43453,26,Approved,N,N,Contents,,,,,950.53,55,,,,,,,,1
578,968,Contents,Water Damage,5/18/2024,2661,1186,89,Repudiated,Y,Y,Contents,,,,,462.84,86,,,,,,,,0.4457
579,116,Contents,Water Damage,9/2/2025,147709,147709,28,Approved,Y,Y,Contents,,,,,482.66,41,,,,,,,,1
580,1857,All Risk,Accidental Loss,7/31/2024,38838,14966,66,Pending,Y,Y,Motor,Open Driver,70,N,Business,1863.48,45,,,,,,,,0.3853
581,1419,Building,Flood,8/3/2025,89753,89753,27,Approved,Y,N,Contents,,,,,1494.99,67,,,,,,,,1
582,759,Contents,Water Damage,12/21/2024,89198,89198,10,Approved,Y,N,All Risk,,,,,2278.31,27,,,,,,,,1
583,1499,All Risk,Fire,7/18/2023,148122,148122,12,Approved,Y,N,All Risk,,,,,1125.21,91,,,,,,,,1
584,427,All Risk,Theft,12/20/2023,45078,12941,66,Pending,N,Y,Motor,Named Driver,74,N,Private,768.03,9,,,,,,,,0.2871
585,703,Contents,Accidental Damage,3/27/2025,128056,128056,36,Approved,N,Y,Contents,,,,,599.05,11,,,,,,,,1
586,69,All Risk,Theft,8/9/2024,38682,38682,34,Approved,N,N,Contents,,,,,1986.85,85,,,,,,,,1
587,287,All Risk,Travel Risk,6/28/2023,49392,15931,78,Repudiated,N,Y,Contents,,,,,1294.69,71,,,,,,,,0.3225
588,1649,Contents,Water Damage,7/12/2024,47340,36484,75,Pending,N,N,Contents,,,,,268.85,13,,,,,,,,0.7707
589,1500,Building,Malicious Damage,12/11/2023,131319,7799,75,Pending,Y,Y,Building,,,,,585.58,9,,,,,,,,0.0594
590,1434,Motor,Glass Damage,4/3/2024,51091,51091,42,Approved,N,N,Building,,,,,2451.87,58,49,22,Y,Y,N,0,Driver meets policy requirements,1
591,1936,Building,Fire,5/16/2024,122050,120616,79,Pending,N,N,All Risk,,,,,2347.66,38,,,,,,,,0.9883
592,134,Motor,Accidental Damage,8/14/2025,28198,12117,83,Repudiated,N,N,Building,,,,,932.77,95,73,11,Y,Y,N,0,Driver meets policy requirements,0.4297
593,428,Building,Storm,1/24/2024,147369,147369,56,Approved,Y,N,Contents,,,,,1412.73,12,,,,,,,,1
594,1442,Contents,Fire,5/14/2023,113687,113687,26,Approved,Y,N,Building,,,,,2171.95,68,,,,,,,,1
595,626,All Risk,Fire,3/8/2023,95709,1782,62,Repudiated,N,Y,Building,,,,,1146.44,80,,,,,,,,0.0186
596,412,Contents,Malicious Damage,3/11/2024,126168,126168,27,Approved,Y,Y,Motor,Open Driver,18,N,Private,982.79,74,,,,,,,,1
597,488,All Risk,Travel Risk,11/6/2024,70222,60839,84,Repudiated,N,N,Contents,,,,,2018.11,26,,,,,,,,0.8664
598,1330,Building,Water Damage,11/19/2023,93652,93652,42,Approved,N,Y,Building,,,,,804.13,60,,,,,,,,1
599,1772,Building,Fire,1/16/2024,128182,52825,90,Repudiated,Y,Y,Motor,Named Driver,64,Y,Private,2333.34,80,,,,,,,,0.4121
600,184,All Risk,Fire,7/27/2025,11862,11862,45,Approved,Y,N,Motor,Named Driver,51,N,Business,1190.07,69,,,,,,,,1
601,1857,Contents,Burglary,10/29/2025,83664,24867,65,Pending,Y,Y,Motor,Open Driver,70,N,Business,1863.48,45,,,,,,,,0.2972
602,1283,Building,Malicious Damage,3/20/2024,104177,104177,24,Approved,N,Y,Building,,,,,1583.02,73,,,,,,,,1
603,355,All Risk,Fire,2/11/2024,113592,113592,49,Approved,N,Y,All Risk,,,,,593.9,94,,,,,,,,1
604,1147,Contents,Malicious Damage,12/24/2025,14678,1421,92,Repudiated,N,N,All Risk,,,,,1501.12,45,,,,,,,,0.0968
605,187,Contents,Water Damage,5/15/2023,7992,7992,25,Approved,N,Y,All Risk,,,,,1309.77,26,,,,,,,,1
606,1887,Contents,Accidental Damage,12/31/2023,4322,1510,95,Repudiated,Y,Y,All Risk,,,,,667.83,67,,,,,,,,0.3494
607,784,Motor,Fire & Explosion,5/10/2023,42870,42870,28,Approved,Y,N,Building,,,,,2057.95,71,70,45,Y,Y,N,0,Driver meets policy requirements,1
608,404,Contents,Water Damage,3/8/2024,78168,78168,47,Approved,N,Y,Contents,,,,,1998.42,92,,,,,,,,1
609,197,Building,Fire,4/28/2025,83138,83138,19,Approved,N,N,Building,,,,,2048.61,38,,,,,,,,1
610,758,Motor,Glass Damage,5/12/2023,32003,0,66,Repudiated,Y,N,Motor,Named Driver,37,N,Private,1434.13,35,43,4,N,N,N,0,Invalid driver licence,0
611,1291,Building,Water Damage,7/5/2025,27200,27200,38,Approved,Y,Y,Motor,Open Driver,69,Y,Private,1322.23,35,,,,,,,,1
612,1587,Building,Fire,10/5/2024,142594,142594,31,Approved,N,Y,Building,,,,,1364.56,82,,,,,,,,1
613,749,Motor,Accidental Damage,9/7/2025,119216,32929,70,Pending,N,N,Motor,Named Driver,62,Y,Private,2369.87,38,60,24,Y,Y,N,0,Driver meets policy requirements,0.2762
614,1902,Contents,Burglary,12/16/2025,131236,131236,49,Approved,Y,Y,Building,,,,,826.3,5,,,,,,,,1
615,1680,All Risk,Theft,1/2/2025,35752,7948,65,Repudiated,N,N,Motor,Open Driver,65,N,Business,1431.92,23,,,,,,,,0.2223
616,168,All Risk,Theft,9/3/2025,68634,46568,75,Pending,Y,N,All Risk,,,,,2379.82,73,,,,,,,,0.6785
617,1075,Motor,Fire & Explosion,3/23/2025,149514,149514,18,Approved,Y,N,Building,,,,,2405.59,56,49,28,Y,Y,N,0,Driver meets policy requirements,1
618,826,Motor,Glass Damage,3/2/2023,14490,0,14,Repudiated,N,N,Motor,Named Driver,41,N,Business,854.34,12,47,8,Y,N,N,0,Invalid driver licence,0
619,1822,All Risk,Travel Risk,10/27/2025,120964,69792,91,Repudiated,Y,Y,Building,,,,,2143.62,7,,,,,,,,0.577
620,1592,Contents,Burglary,10/6/2024,97174,97174,46,Approved,Y,Y,Building,,,,,467.6,15,,,,,,,,1
621,344,Contents,Burglary,12/24/2023,105112,105112,26,Approved,Y,Y,Contents,,,,,488.4,11,,,,,,,,1
622,1901,Contents,Accidental Damage,12/17/2025,115187,100967,68,Repudiated,Y,N,All Risk,,,,,2411.52,63,,,,,,,,0.8765
623,767,All Risk,Fire,5/19/2024,120296,120296,50,Approved,Y,N,All Risk,,,,,857.5,81,,,,,,,,1
624,1555,Contents,Water Damage,2/12/2025,116831,116831,56,Approved,N,Y,Contents,,,,,282.57,16,,,,,,,,1
625,231,Building,Water Damage,10/27/2023,96204,84480,62,Repudiated,N,Y,Contents,,,,,1667.57,7,,,,,,,,0.8781
626,762,Building,Water Damage,9/21/2024,102900,102900,27,Approved,N,N,Motor,Named Driver,71,Y,Private,1961.95,7,,,,,,,,1
627,85,All Risk,Theft,12/25/2025,16650,16650,44,Approved,N,Y,All Risk,,,,,673.58,52,,,,,,,,1
628,931,Building,Fire,4/28/2025,132712,110641,85,Repudiated,N,N,Building,,,,,1653.12,80,,,,,,,,0.8337
629,1224,Contents,Burglary,4/11/2023,128107,127340,76,Pending,Y,N,Contents,,,,,2320.15,36,,,,,,,,0.994
630,971,Motor,Accidental Damage,9/6/2023,109804,109804,37,Approved,Y,N,Building,,,,,1242.44,69,48,1,Y,Y,N,0,Driver meets policy requirements,1
631,142,All Risk,Accidental Loss,10/30/2025,111949,111949,39,Approved,Y,Y,Motor,Named Driver,58,Y,Business,589.8,26,,,,,,,,1
632,1441,Motor,Theft & Hijacking,10/2/2024,125195,102690,81,Repudiated,Y,N,Motor,Named Driver,41,Y,Private,615.59,68,47,25,Y,Y,N,0,Driver meets policy requirements,0.8202
633,1924,Contents,Water Damage,9/17/2023,120297,62295,76,Pending,Y,N,All Risk,,,,,2443.18,73,,,,,,,,0.5178
634,770,Contents,Burglary,4/30/2024,91980,41220,91,Repudiated,Y,N,All Risk,,,,,2493.13,70,,,,,,,,0.4481
635,1516,Building,Malicious Damage,6/2/2024,70425,9425,69,Pending,Y,Y,All Risk,,,,,1704.05,12,,,,,,,,0.1338
636,1318,Contents,Fire,6/23/2024,38821,38821,37,Approved,Y,Y,Contents,,,,,2341.39,87,,,,,,,,1
637,1477,Contents,Accidental Damage,7/23/2025,149141,149141,49,Approved,Y,Y,Contents,,,,,499.29,81,,,,,,,,1
638,1896,All Risk,Accidental Loss,10/4/2024,109696,109696,44,Approved,Y,N,Contents,,,,,1716.16,72,,,,,,,,1
639,1570,Building,Flood,6/17/2024,30211,8446,71,Repudiated,Y,N,Contents,,,,,2132.19,53,,,,,,,,0.2796
640,218,All Risk,Fire,8/1/2025,30706,30706,26,Approved,N,Y,Motor,Open Driver,72,N,Private,2427.41,62,,,,,,,,1
641,363,Contents,Malicious Damage,3/4/2023,21051,5668,63,Pending,N,Y,All Risk,,,,,1428.57,49,,,,,,,,0.2693
642,609,Contents,Fire,6/3/2024,98011,40733,92,Repudiated,Y,Y,Building,,,,,1918.58,81,,,,,,,,0.4156
643,327,Contents,Burglary,2/20/2024,148711,148711,27,Approved,Y,Y,Building,,,,,2469.13,56,,,,,,,,1
644,39,Contents,Accidental Damage,1/15/2024,76692,76692,22,Approved,N,Y,All Risk,,,,,2022.93,45,,,,,,,,1
645,1633,Building,Fire,1/14/2024,122158,122158,34,Approved,Y,Y,Motor,Named Driver,47,N,Business,773.71,10,,,,,,,,1
646,1704,Building,Malicious Damage,4/21/2025,143384,143384,48,Approved,Y,Y,Building,,,,,673.84,33,,,,,,,,1
647,270,Contents,Accidental Damage,10/18/2024,101962,39040,83,Repudiated,N,N,Motor,Open Driver,43,N,Private,1773.45,94,,,,,,,,0.3829
648,1122,Building,Fire,7/13/2024,5397,5397,16,Approved,N,Y,All Risk,,,,,1612.25,65,,,,,,,,1
649,337,All Risk,Theft,11/29/2025,35823,16237,61,Repudiated,N,Y,Contents,,,,,1623.78,9,,,,,,,,0.4533
650,1022,Contents,Malicious Damage,10/25/2023,93122,56082,65,Pending,Y,Y,Building,,,,,1773.15,91,,,,,,,,0.6022
651,1814,Building,Malicious Damage,4/24/2025,87628,87628,12,Approved,N,N,Motor,Named Driver,61,N,Business,1824.6,50,,,,,,,,1
652,1820,Building,Malicious Damage,3/10/2024,51876,1193,85,Repudiated,N,N,Motor,Named Driver,74,N,Business,2485.14,90,,,,,,,,0.023
653,1978,Motor,Theft & Hijacking,10/11/2024,115500,49069,86,Repudiated,N,Y,Contents,,,,,2268.87,24,42,0,Y,Y,N,0,Driver meets policy requirements,0.4248
654,1180,All Risk,Accidental Loss,3/19/2025,55709,55709,25,Approved,Y,Y,Building,,,,,762.67,52,,,,,,,,1
655,392,Motor,Fire & Explosion,1/15/2025,107063,107063,34,Approved,Y,Y,All Risk,,,,,253.14,57,39,5,Y,Y,N,0,Driver meets policy requirements,1
656,349,Contents,Burglary,9/7/2025,54674,54674,47,Approved,Y,Y,All Risk,,,,,976.2,28,,,,,,,,1
657,380,Building,Water Damage,11/17/2024,3913,3871,76,Repudiated,N,Y,Building,,,,,1795.17,78,,,,,,,,0.9893
658,1083,All Risk,Accidental Loss,3/2/2025,61599,61599,10,Approved,N,Y,All Risk,,,,,980.19,43,,,,,,,,1
659,1305,All Risk,Theft,8/19/2023,7973,4167,78,Pending,Y,N,Contents,,,,,2283.57,62,,,,,,,,0.5226
660,562,All Risk,Travel Risk,1/18/2023,35702,3175,75,Repudiated,Y,N,Motor,Named Driver,20,N,Private,540.55,57,,,,,,,,0.0889
661,1563,Building,Water Damage,4/14/2025,60685,60685,60,Approved,Y,Y,Motor,Open Driver,72,Y,Business,1932.54,17,,,,,,,,1
662,332,Contents,Fire,11/5/2024,19751,19751,43,Approved,Y,N,All Risk,,,,,2114.64,52,,,,,,,,1
663,191,Motor,Fire & Explosion,10/9/2024,62668,0,26,Repudiated,N,N,Motor,Open Driver,35,N,Business,1208.77,71,30,1,Y,N,N,0,Invalid driver licence,0
664,218,Building,Water Damage,6/22/2023,30613,30613,25,Approved,Y,Y,Motor,Open Driver,72,N,Private,2427.41,62,,,,,,,,1
665,1237,Contents,Burglary,6/21/2024,50828,50828,43,Approved,Y,Y,Building,,,,,1671.35,39,,,,,,,,1
666,112,Motor,Fire & Explosion,4/8/2023,66256,0,30,Repudiated,N,Y,Motor,Open Driver,34,N,Private,2427.77,91,32,1,Y,N,N,0,Invalid driver licence,0
667,1498,Contents,Water Damage,11/18/2024,127918,127918,34,Approved,Y,Y,Contents,,,,,518.39,89,,,,,,,,1
668,38,Motor,Weather,10/24/2024,17427,7311,83,Repudiated,N,Y,Building,,,,,2384.82,95,21,0,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.4195
669,302,Contents,Malicious Damage,10/12/2025,125494,73252,68,Repudiated,Y,N,Building,,,,,944.16,24,,,,,,,,0.5837
670,1601,All Risk,Fire,12/12/2025,123218,44794,91,Repudiated,Y,N,Building,,,,,1964.59,92,,,,,,,,0.3635
671,437,Contents,Fire,6/5/2025,99068,99068,18,Approved,Y,N,All Risk,,,,,725.43,69,,,,,,,,1
672,268,All Risk,Accidental Loss,5/5/2025,104727,104727,39,Approved,N,N,Building,,,,,518.38,56,,,,,,,,1
673,546,Motor,Fire & Explosion,8/4/2023,140323,137823,12,Approved with Additional Excess,Y,N,Building,,,,,1358.61,86,18,0,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.9822
674,882,Building,Storm,11/20/2023,119476,119476,15,Approved,Y,N,Contents,,,,,892.16,91,,,,,,,,1
675,1215,Building,Malicious Damage,8/15/2024,65778,65778,54,Approved,Y,Y,All Risk,,,,,1400.11,57,,,,,,,,1
676,659,All Risk,Travel Risk,8/29/2024,127682,1003,63,Repudiated,N,Y,Motor,Open Driver,57,Y,Business,339.56,42,,,,,,,,0.0079
677,606,Building,Fire,8/23/2025,133791,133791,50,Approved,Y,Y,All Risk,,,,,574.54,23,,,,,,,,1
678,1032,Motor,Theft & Hijacking,11/6/2024,147593,0,62,Repudiated,Y,Y,Motor,Open Driver,50,N,Private,885.71,6,57,2,Y,N,N,0,Invalid driver licence,0
679,1822,All Risk,Theft,8/27/2024,142150,142150,43,Approved,Y,N,Building,,,,,2143.62,7,,,,,,,,1
680,785,Building,Flood,9/10/2023,13133,13133,54,Approved,Y,N,All Risk,,,,,460.31,40,,,,,,,,1
681,844,Contents,Accidental Damage,6/12/2024,60742,47228,66,Repudiated,N,Y,Contents,,,,,2005.4,23,,,,,,,,0.7775
682,1862,Contents,Fire,2/10/2023,125914,125914,20,Approved,Y,Y,Motor,Named Driver,51,N,Business,1580.8,34,,,,,,,,1
683,995,Contents,Burglary,8/19/2025,131639,64448,72,Repudiated,Y,N,Building,,,,,690.73,20,,,,,,,,0.4896
684,1588,All Risk,Fire,1/31/2023,74963,45657,65,Pending,N,Y,All Risk,,,,,1138.79,87,,,,,,,,0.6091
685,1050,Building,Water Damage,7/24/2023,42607,3468,69,Pending,N,N,Motor,Open Driver,69,Y,Business,663.01,56,,,,,,,,0.0814
686,1404,All Risk,Travel Risk,4/14/2025,14722,14722,43,Approved,N,Y,Contents,,,,,796.02,21,,,,,,,,1
687,16,Building,Storm,2/4/2024,137229,30050,91,Repudiated,Y,N,Motor,Named Driver,60,Y,Private,1784.35,18,,,,,,,,0.219
688,39,Contents,Accidental Damage,12/18/2024,47872,47872,44,Approved,N,Y,All Risk,,,,,2022.93,45,,,,,,,,1
689,757,Contents,Malicious Damage,10/28/2023,104213,74380,94,Repudiated,Y,N,All Risk,,,,,1536.88,73,,,,,,,,0.7137
690,1048,Building,Malicious Damage,10/10/2023,82120,26970,90,Repudiated,Y,N,Motor,Open Driver,74,N,Business,741.19,88,,,,,,,,0.3284
691,957,Motor,Fire & Explosion,4/21/2023,77280,77280,26,Approved,N,N,Contents,,,,,581.76,22,70,29,Y,Y,N,0,Driver meets policy requirements,1
692,337,Building,Flood,7/23/2023,119256,60514,71,Pending,N,Y,Contents,,,,,1623.78,9,,,,,,,,0.5074
693,723,Contents,Malicious Damage,5/17/2024,60256,49028,93,Repudiated,Y,Y,Contents,,,,,1363.28,27,,,,,,,,0.8137
694,156,All Risk,Fire,12/26/2024,70982,64028,76,Repudiated,N,N,Contents,,,,,782.78,24,,,,,,,,0.902
695,259,Building,Water Damage,12/29/2023,35906,35906,41,Approved,Y,N,Motor,Named Driver,39,Y,Private,1041.66,24,,,,,,,,1
696,563,Contents,Accidental Damage,10/23/2023,138545,138545,37,Approved,N,Y,Building,,,,,1350.17,31,,,,,,,,1
697,1205,Motor,Theft & Hijacking,12/21/2023,121822,0,76,Repudiated,N,N,Motor,Open Driver,34,N,Private,481.13,55,35,0,Y,N,N,0,Invalid driver licence,0
698,264,Contents,Fire,6/7/2025,72541,17037,86,Repudiated,Y,Y,Motor,Named Driver,68,Y,Business,1482.61,49,,,,,,,,0.2349
699,841,Building,Flood,2/13/2024,115553,115553,25,Approved,N,N,Motor,Open Driver,55,N,Private,1131.47,95,,,,,,,,1
700,891,Contents,Malicious Damage,2/23/2025,92351,92351,32,Approved,N,N,Motor,Open Driver,18,Y,Business,2412.06,53,,,,,,,,1
701,1373,All Risk,Travel Risk,7/17/2023,110068,17835,81,Repudiated,N,Y,All Risk,,,,,1875.38,24,,,,,,,,0.162
702,883,Motor,Glass Damage,5/17/2025,117480,117480,54,Approved,N,Y,Motor,Open Driver,54,Y,Business,2125.64,80,51,0,Y,Y,N,0,Driver meets policy requirements,1
703,1267,Building,Storm,10/12/2025,77679,68691,65,Repudiated,Y,Y,Contents,,,,,1161.98,91,,,,,,,,0.8843
704,543,Contents,Burglary,8/6/2024,74202,74202,54,Approved,Y,N,Contents,,,,,2035.85,5,,,,,,,,1
705,529,Contents,Burglary,3/16/2023,92413,3804,94,Repudiated,Y,Y,All Risk,,,,,1890,29,,,,,,,,0.0412
706,1575,Contents,Malicious Damage,11/18/2025,62521,62521,49,Approved,Y,Y,Motor,Named Driver,38,Y,Business,1357.2,78,,,,,,,,1
707,1920,Contents,Water Damage,9/29/2024,35206,35206,20,Approved,Y,Y,All Risk,,,,,1659.35,73,,,,,,,,1
708,118,Contents,Water Damage,3/13/2024,71066,9547,80,Repudiated,N,Y,Building,,,,,733.91,86,,,,,,,,0.1343
709,282,Contents,Water Damage,4/13/2024,67636,67636,55,Approved,Y,N,All Risk,,,,,501.62,49,,,,,,,,1
710,1008,Motor,Theft & Hijacking,6/17/2023,54817,54817,54,Approved,Y,N,All Risk,,,,,2381.21,69,25,1,Y,Y,N,0,Driver meets policy requirements,1
711,1724,Contents,Fire,12/26/2025,121431,121431,19,Approved,N,N,Building,,,,,782.07,58,,,,,,,,1
712,307,Motor,Glass Damage,12/8/2024,51571,0,22,Repudiated,Y,Y,Motor,Open Driver,20,N,Business,2429.18,75,20,0,Y,N,Y,2500,Invalid driver licence,0
713,1326,Motor,Glass Damage,11/13/2023,133341,133341,41,Approved,N,Y,Building,,,,,2258.68,56,45,1,Y,Y,N,0,Driver meets policy requirements,1
714,237,Contents,Burglary,7/24/2025,33635,33635,56,Approved,Y,N,Motor,Named Driver,71,N,Private,881.01,73,,,,,,,,1
